	full_text	actual	predicted
419	@eduardoespinal2 @AnibalGarzon Son tan confiables las elecciones en Colombia que hasta pueden votar con fotocopias, no jorobe el enfermo	negative	positive
422	@G_ANDRES_CORZO @jarizabaletaf @FicoGutierrez @CNE_COLOMBIA POR ESO VAMOS A PERDER LAS ELECCIONES MIENTRAS ESTE ESA ?? @Registraduria	negative	positive
424	"@petrogustavo Esto está imparable!
 #ProgresistaSigueProgresista , #SúmateAlCambio , #YaLlegaElCambio .
Sigamos sumando y logremos transformar a Colombia con Petro y Francia! A ganar las elecciones en primera vuelta! Sígueme y te sigo!"	positive	negative
431	El Liverpool del colombiano Luis Diáz disputará la final de la Champions League el 28 de mayo, justo un día antes de las elecciones en Colombia. https://t.co/zpfUPNuImf	positive	negative
438	Además, los gráficos y mapas electorales demuestran la importancia electoral que tiene el centro del país, ante la densidad poblacional y la tradición de salir a votar. https://t.co/tVxPTMLkC2	positive	negative
439	"El candidato presidencial @ingrodolfohdez dice que buscará llegar al poder “sin comprar votos con plata robada del pueblo colombiano”. ¿#ASonDeQué quiere ser presidente? 

https://t.co/9kDluOH8as

#Elecciones2022 #ColombiaDecide https://t.co/Pi84NmmC5X"	positive	negative
443	Qué tal el robo de elecciones parlamentarias,gobierno y entes del estado callan,Con complicidad,??@infopresidencia? ?@FiscaliaCol? ?@PGN_COL? ?@CGR_Colombia? ?@DEAHQ? ?@USEmbassyBogota? ???@CDemocraticoCo? https://t.co/temZuQMkkd	negative	positive
447	"35 municipios, en seis departamentos, paralizados por paro armado del Clan del Golfo. 

Colombia, con la inflación más alta en 22 años.

Caos por Ley de garantías durante elecciones.

Benito lanzó disco de 23 canciones.

Taylor Swift estrena This Love TV, de su ya grammy 1989

??"	negative	positive
449	"@FicoGutierrez La guajira solo es parte de Colombia en época de elecciones solamente 
Cuando llegan al poder ni se acuerdan"	negative	positive
450	Yo solo diré que Dios tenga piedad de Colombia en esas elecciones porque de verdad, nos va a llevar el que nos trajo.	negative	positive
453	El Tribunal Administrativo de Cundinamarca negó la solicitud de suspensión provisional del Registrador Nacional, Alexander Vega. Sin embargo, decretó unas medidas cautelares para garantizar las elecciones. | A 23 días para la elección presidencial en Colombia, opine. https://t.co/KNA8oitIEa	positive	negative
454	@ozuismysenpai Pillá https://t.co/fnZFeKA3fz	positive	negative
455	“La Procuraduría General de Colombia descubrió que 2925 aspirantes a jurados de votación para las presidenciales del próximo 29 de mayo están inhabilitados para ejercer funciones públicas” https://t.co/2MCo0SBpog #Elecciones ???? por @gabrielamor	negative	positive
459	"#ElRiesgoEs  ????
???
1.- permitir que llegue al poder el comunismo y el socialismo del siglo XXI.
2.- no votar en conciencia.
3.- la compra de conciencias débiles… muy débiles.?

#Colombia #Medellín #Elecciones #Política @LaFM @darcyquinnr @lcvelez @FicoGutierrez @ifmnoticias"	negative	positive
467	"El candidato presidencial del Pacto Histórico retomó su actividad en tarimas, a pesar de las amenazas que denunció esta semana. Cúcuta y Valledupar son las ciudades en las que reanudó su agenda.
https://t.co/kDmmaQuF1v"	positive	negative
469	"Fuera ""Indra"" de Colombia ???? ha participado en el desarrollo de elecciones en  Noruega, Francia, Eslovenia, Portugal, Italia, Estados Unidos, Argentina,Bolivia Angola,Argentina, Colombia entre otros, ofreciendo todo tipo de servicios electorales pero a favor de la izquierda ??"	negative	positive
470	Se iniciaron los simulacros de las elecciones de presidente 2022 https://t.co/07SWb8GAT1  / @Registraduria	positive	negative
475	#DiloConIndignación: ¿Para qué sirve el control previo y concomitante de la @CGR_Colombia? Estamos a 20 días de las elecciones y ya todos los contratos y dinero fueron entregados. ¿Qué va a pasar con esos recursos? Como ciudadanos tenemos que despertar, se ríen en nuestra cara. https://t.co/p2CP7sI0Sj	negative	positive
483	"??????A 23 días de la Primera Vuelta  siguen apareciendo PRUEBAS del descomunal fraude en elecciones al Congreso y no pasa nada. Señores @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ¡Si no actúan se robarán también las presidenciales! 
#ExigimosEleccionesTransparentes ???? https://t.co/a3jbnGSN0V"	negative	positive
486	@HELIODOPTERO @petrogustavo El que llena plazas cada 4 años le votan el día de elecciones los mismos 4 millones, pero claro el mismo cuento que dizque le roban las elecciones. Colombia le dirá No a  Petro por enésima vez.	negative	positive
487	"Con esta ley, que se intentó modificar varias veces en anteriores contiendas, la intención principal era asegurar que las campañas electorales se llevaran a cabo en condiciones igualitarias y transparentes.

#Elecciones2022 #ColombiaDecide 
https://t.co/qRNy77hLm6"	positive	negative
488	"#Colombia: “En un discurso, el aspirante a la Casa de Nariño prometió restablecer las relaciones diplomáticas y consulares con #Venezuela, así como la apertura de la frontera común que se interrumpió desde 2015 por orden de Nicolás Maduro”

#Latinoamérica https://t.co/vriRjpHlPD"	positive	negative
490	Vengaaaan, yo quiero saber el match presidencial de algunos de ustedes, pues pa’ saber si sigo tragada o le echo tierra al asunto. Por ejemplo, ¿qué le habrá salido a…? Uy no, mejor no los tageo porque algunos son guilty pleasure. Pero muestreeeen https://t.co/0tyZdtw5pz	positive	negative
492	FRAUDE DE LA IZQUIERDA ANULA LAS ELECCIONES EN COLOMBIA https://t.co/ua35EWyuJn	negative	positive
493	Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/ma0ObakLMG	positive	negative
494	"@losdanieles ¿Sería posible conocer sus argumentos (de todo el equipo de los danieles) acerca de por quién ""votarían""? Me y nos yudaría mucho a una cantidad de personas que no tenemos claro cómo aportarle a Colombia en las próximas elecciones."	positive	negative
496	@GustavoBolivar Debieran inventar algo diferente están igual que Chávez y Maduro cada vez que vienen elecciones inventaba guerras con Colombia, que había intereses en matarlo y ustedes igualito inventan enfermedades, atentados etc, etc.	positive	negative
498	@Manuel_more17 Es increíble todo lo que pasa en Colombia por una simples elecciones	negative	positive
499	"campaña de Gustavo Petro,
Algo que el político colombiano, candidato de la izquierda a la presidencia de Colombia en las próximas elecciones del 29 de mayo, ha negado.
Sin embargo, cuando el pasado mes de abril se trasladó a Madrid para tomarle declaración la magistrada de la..."	positive	negative
502	Senador da por sentado que se comete un flagrante  fraude en algo tan crítico para el futuro de Colombia como las elecciones del Congreso y no se puede hacer nada? Solo están ustedes para hablar legislar No deben dignificar, hacer respetar el Legislativo y defender la PatriaO NO? https://t.co/9beqop9fPU	negative	positive
503	"LAS FARC se van de frente con #GustavoPetro. 
Y decían que Juan Manuel Santos no había negociado el país con las FARC. Ahí están, a punto de quedarse con él. Tan linda que es Colombia pero si no la defendemos en estas elecciones la perderemos para siempre. https://t.co/ijkgDmdxiD"	positive	negative
506	@CoronelBillKil1 El tipo más demócrata de Colombia es Petro. No solo le robaron las elecciones de hace 4 años ,sino que el estamento no se ha encargado sino de perseguirlo con sanciones y faltas investigaciones. Todo lo ha ganado Petro	positive	negative
507	"Eso sabe   ;)
Adelante #PetroPresidente2022 
https://t.co/xscQ26b62m https://t.co/NIJNT0Sms7"	positive	negative
509	"¿Cuántos votos necesitaron Duque y Petro para ir a segunda vuelta en 2018?
https://t.co/aS2FPlnbAU https://t.co/xddQRBZFYF"	positive	negative
514	@HELIODOPTERO @cataboc El propósito es que halla elecciones en una Colombia aterrorizada. No podemos caer nuevamente en la trampa, votemos bien. No podemos permitir que el innombrable siga gobernando. Nuestro país necesita un cambio urgente.	negative	positive
515	"#Recomendado ¿Qué es la #LeyDeGarantias? 
...Con esto se les impedía a gobernadores, alcaldes y otros funcionarios retomar obras de infraestructura que quedaron detenidas o que ni siquiera se alcanzaron a poner en marcha... 

Leer más aquí: https://t.co/kZU2UYoPaF"	positive	negative
520	Haga “match” con la elección presidencial | EL ESPECTADOR https://t.co/nl4e0pwVr4	positive	negative
521	?? INTERNACIONALES I Colombia: trayecto final de cara a las elecciones presidenciales | Política Hoy https://t.co/ppUlHfd7bj	positive	negative
523	Los votos que se necesitan para ganar la Presidencia en la primera vuelta https://t.co/HIRULhpha0	positive	negative
524	"#ParoArmado
Colombia ZONA ROJA 
Por elecciones
La madre de la Violencia en Colombia no quiere entregar el poder al PUEBLO
Álvaro Uribe Vélez TERRORISTA"	negative	positive
525	Lo más visto del día: @LaNocheNTN24: '¿Por qué cree usted que debe ser suspendido Alexander Vega, Registrador Nacional del Estado Civil a 23 días de las elecciones presidenciales en Colombia? Responde el abogado constit… https://t.co/GYNN43Mzj2, see more https://t.co/V2dteOMxQQ	positive	negative
526	"Les comparto publicación de mi artículo ""Elecciones Colombia 2022""en la Revista Argentina de Derecho Electoral. 
https://t.co/Ntm0DuF9Pc https://t.co/6sB6OXjzaA"	positive	negative
