id	full_text	sentiment	emotion
128	"Occidente es debil solo había atacar a Colombia con paro nacional, elecciones limpias, Rusia atacara Ucrania lavadero de Nazis, China bloqueara su cadena suministro y Patron oro volviera
Bitcoin se expanda en todo el mundo"	negative	anger
129	@BOLIBAR2 @AndresPastrana_ @santiagoangelp Dios lo oiga!!!  ??Colombia!  No hay garantías para las elecciones presidenciales 2022!!! @Almagro_OEA2015 @PGN_COL @moecolombia @Transparente1co @MinInterior @marcorubio @MaElviraSalazar @cayetanaAT @IvanDuque @mluciaramirez @soyfdelrincon @patriciajaniot ??Colombia!!	negative	fear
130	"El pedido que le hizo la Conferencia Episcopal a los candidatos presidenciales.

https://t.co/ODJYR5Pk6u https://t.co/lgKq03wQma"	positive	joy
131	"Se acercan las elecciones presidenciales en Colombia y las comparaciones con Venezuela han sido inevitables.  ¿Está Colombia como Venezuela? #Análisis  por @jgmartinez522

Haz clic en el video para más detalles ??
 https://t.co/zfKDhPWfAK"	neutral	fear
132	"Yo no tengo ni beneficios ni problemas derivados de las elecciones presidenciales en Colombia 2022.

Elijan a quien elijan, el 30 de mayo me toca ir a trabajar y el 8 de agosto creo que también."	positive	anger
133	@MartinSantosR Un día un traidor, se robó un plebiscito, ilegalmente implementó un FARCACUERDO el congreso lo avaló cómplice del robo pues sus representados dijeron No. Como pueblo dormido no protestamos de forma  contundente, por eso hoy se quieren robar las Elecciones. Colombia libre de Petro	negative	anger
134	"Don @fidelcanoco @AlvaroUribeVel logró ganar y en primera vuelta en ambas elecciones, tanto en 2002 con el 53% como lo reseña @elespectador y en 2006 con el 62%. Creo que el reporte quedó ""chueco"". 
 https://t.co/qW8sqREwZC"	negative	joy
135	@CCSILVA86 @jlreales @Lolita_Celedon @petrogustavo Quien llena, llena antes, durante o despues del festival, eso no es nuevo para la campaña de Petro quien vienes desde las elecciones pasadas llenando plazas en toda Colombia.	positive	anger
136	"#ColombiaMiElección Bajo el lema: “¡Liberemos a Colombia de las maquinarias y la corrupción!”, la aspirante a la presidencia, Ingrid Betancourt, presentó las líneas estratégicas del plan de gobierno.

https://t.co/j8H8rcwrmW"	positive	anger
137	"El candidato a la Presidencia favorito de #Colombia, #GustavoPetro anunció este viernes que retomará las relaciones diplomáticas con #Venezuela si gana las elecciones y por lo tanto reconocerá al legítimo gobierno del presidente #NicolásMaduro. 

#Nicaragua https://t.co/ZLhSABBjNj"	negative	joy
138	"@ambar_ponte @DiegoFi27933574 @brisa7766433br1 @PGN_COL @moecolombia @CNE_COLOMBIA ADELANTE CON LA TUTELATÓN. QUIEN SE APUNTA??' ...ALLI GANAMOS, LOS BUENOS, QUE SOMOS MAS; FRENTE AL #PACTOVEGAPETRO PARA ROBARSE LAS ELECCIONES. SOMOS MAS UNIDOS https://t.co/KpcXgLOFOJ"	positive	joy
139	Mi foto según el Match Presidencial de @elespectador @cifrasyconcepto El candidato que me salió sí corresponde a mi posible voto. Si no lo han hecho les dejo el link. https://t.co/FA4Qjpwir0 https://t.co/bNziTOmBCr	positive	joy
140	"@CARLOSFMEJIA @LuzElenaGuzma13 @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ADELANTE CON LA TUTELATÓN. QUIEN SE APUNTA??' ...ALLI GANAMOS, LOS BUENOS, QUE SOMOS MAS; FRENTE AL #PACTOVEGAPETRO PARA ROBARSE LAS ELECCIONES. SOMOS MAS UNIDOS https://t.co/KpcXgLOFOJ"	negative	joy
141	"Uds. ya hicieron su match presidencial ? 

Me sorprende la similitud de propuestas y la identidad complementaria que se establece entre un candidato y otro. 

| EL ESPECTADOR https://t.co/XdpMkeDnRM"	positive	joy
142	Bueno colombia entonces nos vamos a calar al registrador Alexander Vega en las elecciones presidenciales porque a él no le da la gana de renunciar ni los hijueputas poderes de control le piden la renuncia	negative	anger
143	Una vez más, en la plaza Alfonso López ,tal como se había planeado ,la tarde de este viernes 6 de Mayo ,llegó a Valledupar @petrogustavo Máximo candidato a vencer en las próximas elecciones a la presidencia por Colombia. https://t.co/YYpzUWPN1C	positive	anger
144	Estas elecciones hicieron una radiografía de todos los problemas fuertes de Colombia: La violencia, el desconocimiento de la constitución, la corrupción, el afán del gobierno de turno por evitar que les saquen los trapitos al sol, la poca ética de los medios, la ignorancia.	negative	anger
145	@NilsonJavierB @eliecer_e @CNE_COLOMBIA @moecolombia @DELAESPRIELLAE @AndresPastrana_ @PalomaValenciaL @RevistaSemana @CConstitucional @CorteSupremaJ @DefensoriaCol @USEmbassyBogota @felipesancheztv @consejodeestado Vega lo que debe es ir preso y anulación de esas elecciones.	negative	anger
146	@NilsonJavierB @eliecer_e @CNE_COLOMBIA @moecolombia @DELAESPRIELLAE @AndresPastrana_ @PalomaValenciaL @RevistaSemana @CConstitucional @CorteSupremaJ @DefensoriaCol @USEmbassyBogota @felipesancheztv @consejodeestado Vega lo que debe es ir preso y anulación de esas elecciones.	negative	anger
147	Se nos van a robar las elecciones ... Tibisay Vega no se va ?? y Colombia trinando, hay que hacer algo...	negative	sadness
148	"@AndresElGury @CNE_COLOMBIA ????????BERRACO este Man!!
 Esos son los líderes  que hay que seguir y  respaldar, no a los que se quedan callados mientras se roban unas elecciones a la vista de todo el mundo.
Siiii partidos políticos!!! es con ustedes,  COBARDES!!
Excepto  @Enrique_GomezM"	negative	anger
149	@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Las elecciones a @SenadoGovCo SE DEBER REPETIR…	negative	anger
150	El candidato a la Presidencia de Colombia por el Pacto Histórico, Gustavo Petro, anunció este viernes que retomará las relaciones diplomáticas con Venezuela si gana las elecciones y llega a la jefatura del Estado, informó el periódico local El Tiempo. (RT) https://t.co/AKl1lblBuO	neutral	joy
151	¡TOMA NOTA! La violencia del conflicto armado en Colombia resurge antes de las elecciones https://t.co/fPOo1FeIyz	negative	anger
152	"Modelo de Tutela que busca dar ""Tranquilidad"" Para las Elecciones Presidenciales del #29Mayo 2022 en #Colombia 
https://t.co/Mg9cirfTIo"	positive	joy
153	"El 29 de mayo hay elecciones presidenciales en Colombia.
Gustavo Petro, candidato de izquierda, va primero en las encuestas y debe dar sus discursos con chaleco antibalas y rodeado de escudos. Las parapoliciales y del narco quieren asesinarlo. Ya asesinaron a muchos dirigentes. https://t.co/Q7Z4r155OO"	negative	anger
154	¿Preparados para la guerra civil que se nos viene si la @Registraduria, el @CNE_COLOMBIA, y el @consejodeestado se roban las elecciones?	negative	fear
155	Es falso https://t.co/3Gs2X4ltyP	negative	anger
156	@PGN_COL @RedMasNoticias @NoticiasCaracol @NoticiasRCN @elespectador @ElNuevoSiglo @AtlanticoEmi @larepublica_co @elheraldoco @RevistaSemana @BluRadioCo tienen las elecciones cuadradas para que gane el hampón de @petrogustavo como sea.Yo no creo en la @Registraduria ni en @IndraenColombia que tiene cuestionamientos de su software en otros países pero la @CGR_Colombia @PGN_COL @CNE_COLOMBIA pasan de agache y no dicen ni hacen nada	negative	anger
157	@jorgeborjajp @lafm @FiscaliaCol tienen las elecciones cuadradas para que gane el hampón de @petrogustavo como sea.Yo no creo en la @Registraduria ni en @IndraenColombia que tiene cuestionamientos de su software en otros países pero la @CGR_Colombia @PGN_COL @CNE_COLOMBIA pasan de agache y no dicen ni hacen nada	negative	anger
158	?????? y se les llena la boca diciendo ...lleno total. Así viven, de fantasías! #fico #FueraPetro #fueraextremaizquierda  #petro #Colombia #Elecciones https://t.co/La0TI0hmqg	negative	anger
159	"@andreash1 @SofyCasas_ @lacoutu @Registraduria @consejodeestado @CConstitucional @CNE_COLOMBIA @FiscaliaCol ADELANTE CON LA TUTELATÓN. QUIEN SE APUNTA??' ...ALLI GANAMOS, LOS BUENOS, QUE SOMOS MAS; FRENTE AL #PACTOVEGAPETRO PARA ROBARSE LAS ELECCIONES. SOMOS MAS UNIDOS https://t.co/KpcXgLOFOJ"	negative	anger
160	Estas elecciones son la Colombia buena y decente con #Fico vs un grupo de delincuentes comandados por @petrogustavo , asi de sencillito papa!	negative	anger
161	Estas elecciones son la Colombia buena y decente con #Fico vs un grupo de delincuentes comandados por @petrogustavo , asi de sencillito papa!	negative	anger
162	Gastón Garriga: cómo multiplicar algunas ideas de CFK/Colombia avanza hacia elecciones con Petro amenazado/Interacción con oyentes.	negative	joy
163	"@WRadioColombia @ernestomaciast La gente se está preparando en todas las ciudades para evitar que a quienes apoya este señor Macías cumplan el objetivo que no lograron en las elecciones al senado. 
https://t.co/0KhoxnIwgR"	negative	anger
164	"@petrogustavo #pactopicota nos más terrorismo Gustavo! no más asesinatos están acabando con Colombia, no sigan amenazando a las personas por el voto.
Las elecciones se ganan con propuestas reales, no con sangre."	negative	sadness
165	#ColombiaDecide | Gustavo Petro contó con gran afluencia en la plaza Alfonso López, en Valledupar. Por más de una hora el candidato del Pacto Histórico expuso sus propuestas y compartió con algunos de sus simpatizantes. Más en https://t.co/0Rr4ts0rOv https://t.co/iKv6rxoH7m	positive	joy
166	"@petrogustavo Esto está imparable!
 #ProgresistaSigueProgresista , #SúmateAlCambio , #YaLlegaElCambio .
Sigamos sumando y logremos transformar a Colombia con Petro y Francia! A ganar las elecciones en primera vuelta! Sígueme y te sigo!"	positive	joy
167	"Colombia es estado fallido y pretenden ser juez de países vecinos circundantes, el matarife
@AlvaroUribeVel, no puede (ó no quiere) parar a sus paracos.
Triste vida la de los más pobres en ese país de grandes perspectivas, Dios les ilumine y den vuelta de timón en las elecciones."	negative	sadness
168	@AlvaroUribeVel El creador del paramilitarismo en Colombia es usted señor , además quien debe garantizar la seguridad es la marioneta que puso de presidente, ahora como van perdidos en las elecciones porque el inútil de Fico les salió peor que Duque, toca sacar el truco llenar de terror	negative	anger
169	1) COLOMBIA ELECCIONES 2022 ¿PUEDE HABER FRAUDE? 2) LA EXTRADICIÓN A NYC... https://t.co/GYUjagjlcR vía @YouTube	neutral	sadness
170	@RevistaSemana Una pregunta seria, cada vez que hagamos elecciones en Colombia vamos a vivir este psicoterror de una parranda de bandoleros y delincuentes tratando de tomar el poder y terminar de joder  Colombia ?	negative	sadness
171	"¿Qué comunica Luis Pérez con su forma de vestir? En este nuevo capítulo de #ElHiloEE le contamos.
https://t.co/BQkQzsnqUW

#Elecciones2022 #ColombiaDecide https://t.co/wN9s5TcbbW"	positive	joy
172	@CARLOSFMEJIA @marwhite01 @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Exigimos se suspenda elecciones para primera vuelta, hasta no se esclarecer como ocurrió el MEGA-FRAUDE en las elecciones a senado y cámara donde 300.000 jurados,CNE y el registrador TIBISAY VEGA  le validaron por arte de magia 1.500.000 votos al PACTO DE LA PICOTA @petrogustavo	negative	anger
173	@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Quédese calladito porque como se solicite un reconteo de las pasadas elecciones a la presidencia el Títere le va bien mal	negative	anger
174	#ColombiaDecide | Federico Gutiérrez estuvo en San Andrés y la Guajira, analizó el panorama ante la disputa de mar con Nicaragua y aseguró que no dialogaría con el Gobierno de Daniel Ortega. Más en https://t.co/0Rr4ts0rOv https://t.co/Au02d1r31M	positive	joy
175	#ColombiaDecide | Sergio Fajardo avanza en su campaña política desde Boyacá, allí se reencontró con Carlos Amaya y aprovechó para hablar de la importancia de la minería en el país pero con una transformación desde el ámbito social. Más en https://t.co/0Rr4ts0rOv https://t.co/341nWKZGkR	neutral	joy
176	@Registraduria @PGN_COL @CGR_Colombia @moecolombia Muy buenas garantias, dan el soporte de que quieren brindar un buen servicio y seguridad en las próximas elecciones, para que por fin todos los Colombianos se animen a ser parte de una nueva Colombia	positive	joy
177	"#Colombia El Tribunal Administrativo de Cundinamarca lanzó duros cuestionamientos al funcionario y dejó la decisión en manos de la Procuraduría.
https://t.co/p10xZKLDMk"	negative	anger
178	"#LoMásLeído en Política: Los votos que se necesitan para ganar la Presidencia en la primera vuelta. https://t.co/0bFRvQvtBG

#Elecciones2022 https://t.co/s1wTYyxS4d"	positive	joy
179	"@jarizabaletaf @NanaGioys Lo que puso al @CeDemocratico en el senado y a Duque como presidente en 2018 ahora resulta que es un “torcido” sólo porque no es de su lado

Piden la salida del registrador y se ponen a chillar como hizo el perdedor de ésos tiempos. 
Uribestias = Mamertos.
https://t.co/Zwz6ilaQqK"	negative	anger
180	@Registraduria @PGN_COL @CGR_Colombia @moecolombia me sorprende tanta campaña para demostrar claridad de las elecciones y ni así solo saben decir fraude pero nunca los veo en las verificaciones	negative	anger
181	A semanas de las elecciones en #Colombia ¿será que la ola progresista se extiende hacia el norte del sur? https://t.co/0r6fEbL6Ht	neutral	fear
182	A semanas de las elecciones en #Colombia ¿será que la ola progresista se extiende hacia el norte del sur? https://t.co/0r6fEbL6Ht	neutral	fear
183	No nos estamos cuenta que el tal paro armado del Golfo es patrocinado y en mancuerna con el @PactoHistorico y nos están AVISANDO lo que le espera a Colombia si el GUERRILLERO ASESINO EXTORSIONADOR SECUESTRADOR Y CORRUPTO IFUEPUTA NO gana las Elecciones,DIOS protejenos..	negative	fear
184	@BecerraGabo @heidy_up @AidaAvellaE @AlirioUribeMuoz @delmarpizarro @HERACLITOL @DavidRacero @petrogustavo @FranciaMarquezM @UP_Colombia Se activan los colectivos uribistas al ver perdidas las elecciones ajuaaaaaa #ParoArmado	negative	fear
185	"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZPOox https://t.co/FFUdOj0IIN"	negative	joy
186	"@jarizabaletaf El @CNE_COLOMBIA NO DEBE ENTREGAR UNA SOLA CREDENCIALES los nuevos congresistas hasta tanto Alexander Vega sea suspendido d @Registraduria y Sean recontados uno a uno la totalidad de los votos.
Si Vega sigue en su cargo, SE VAN A ROBAR LAS ELECCIONES PRESIDENCIALES !!"	negative	anger
187	"Este mes antes de elecciones será de terror en Colombia, carros bomba, atentados, masacres, fake news etc.. harán lo que sea desesperados por mantenerse en el poder.
Una pesadilla vivir en este país. @AlvaroUribeVel"	negative	sadness
188	@LaNocheNTN24 @LuisGPerezCasas @CGurisattiNTN24 Bla bla bla … nos van a robar las elecciones de mayo . Ojo Colombia ???? no estoy de acuerdo con el fallo. No hay justicia	negative	anger
189	@guillodevalde @Registraduria @PGN_COL @CGR_Colombia @moecolombia Es que lo realmente malo es que no asisten para ser participes de las garantias y luego se están quejando de que se roban las elecciones cuando realmente no es así	negative	anger
190	"Juntos lograremos un país de orden y oportunidades para todos????

 #FicoPresidente #MeIdentiFICO #Propuestas #Agro #PlanDeGobierno #Elecciones #Politica #Salud #Libertad #Democracia #Colombia"	positive	joy
191	"De aquí a 23 dias de elecciones 
Y con la ayuda de el clan del Golfo habrá un golpe de estado de toda las ffmm de Colombia.Policia,Ejercito,paramilitarismo, Y aguilas negras en general.todas ellas.unidas.Dios proteja a Colombia de tanto bandido en el poder."	neutral	
192	Sobre lo de RCN y el Ing… me cuesta pensar que este país me lleve a vivir el dicho de “piensa mal y acertarás” con todo el Histórico de la política, pero, seré la única con la duda de si en verdad fue matoneo o estrategia? 20 días antes de elecciones? Casualidades en Colombia?	negative	sadness
193	@PuertaRestrepo4 Pilas amigos colombianos que este tipo @MashiRafael se robó desde la esperanza hasta la banda presidencial de El Ecuador, de billete ni hablar suerte en las elecciones x una colombia sin comunismo	negative	fear
194	"No. Y están en mora las autoridades para mostrar resultados contra los que votaron dos veces en las parlamentarias y el más de millón de votos que marcaron en corferias. Se van a robar las elecciones.

#ElRiesgoEs #QuienRespondePor #ColombiaDecide #Colombia #FicoPresidente2022 https://t.co/UsQPm1tvcH"	negative	anger
195	@BluRadioCo #LaEleccionEsColombia Paso en los EEUU, Reino Unido,Francia, Italia, España, Argentina, Chile, Perú...Quien garantiza que en Colombia no se robarán las elecciones? Los Colombianos no elegimos Presidentes, son puestos por poderosos Masones a quienes se les llama Estado Profundo. https://t.co/8pRRJUUf4K	negative	fear
196	@_21jordig @petrogustavo @FranciaMarquezM @petrogustavo y @FranciaMarquezM presidente y vicepresidente de Colombia. Elecciones 2022.	neutral	joy
197	@_21jordig @petrogustavo @FranciaMarquezM @petrogustavo y @FranciaMarquezM presidente y vicepresidente de Colombia. Elecciones 2022.	neutral	joy
198	@PATATAdibujo Total que bajeza, no eso no se hace, como duelen estás elecciones en Colombia, por un lado los candidatos con hambre de poder, por el otro los colombianos aburridos porque estamos en el escenario del menos peor y pa rematar un odio brutal entre todos, Colombia dueles	negative	sadness
199	"@GUSMALDONADOS @olgamariaruiza2 Peor aun, Tribunal niega medida cautelar de suspensión del Registrador considerando q en las elecciones de 13-M no hubo fraude...

Estamos llevaos del putas!!!

https://t.co/4TW1rz7IU5"	negative	anger
200	"En el Encuentro conocimos el Informe de Participación Política de las Mujeres en Elecciones 2022.

Nos complace ver que el @PartidoMIRA sigue siendo un referente de participación política real de la mujer en Colombia ???? @carlos_guevara @Virguez @AnaPaolaAgudelo @aydeelizarazoc https://t.co/5D40b9TSAC"	positive	joy
201	@AndresElGury @CNE_COLOMBIA Definitivamente el CNE NO da confianza alguna, parecen estar politizados, entraban los cursos normales de lo constitucional y eso  es GRAVISIMO, ESTA PASANDO CON LA REVOCATORIA Y ESTA PASANDO CON LA REGISTRADURIA con las ELECCIONES, ESTAMOS EN UN INMINENTE RIESGO COMO DEMOCRACIA	negative	anger
202	Un abrazo fuerte @CamiloRomero en próximas elecciones espero que mi voto sea por Usted, desde el cielo  tu madre iluminará ese camino, y el de Colombia hoy.?? https://t.co/IiVUDKZpb0	positive	joy
203	"¡Está Joya está disponible en Netflix! 

*Ojalá Colombia la vea antes de las elecciones. #LaDictaduraPerfecta 

La televisión ya puso un presidente... ¿Lo volverá hacer? #ColombiaDecide https://t.co/jrnNjKSeJR"	positive	joy
204	@eduardoespinal2 @AnibalGarzon Son tan confiables las elecciones en Colombia que hasta pueden votar con fotocopias, no jorobe el enfermo	negative	anger
205	"Una vida digna y sin violencia, esa definición utópica del buen vivir no se ha visto JAMÁS en colombia;  ahora a días de las elecciones que podrían generar un verdadero CAMBIO aparece el malafortunado paro armado. Nos quedamos sin VERDAD y ahora con MIEDO. #ParoArmado #Otoniel"	negative	fear
206	Se quitó la careta. .......Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/68tVxXzgeM	negative	fear
207	"@smilelalis Y entonces @FiscaliaCol @PGN_COL @CNE_COLOMBIA 

En que clase de miserable y peligroso show se convirtieron nuestras elecciones?"	negative	anger
208	"@smilelalis Y entonces @FiscaliaCol @PGN_COL @CNE_COLOMBIA 

En que clase de miserable y peligroso show se convirtieron nuestras elecciones?"	negative	anger
209	@InvisiblesMuros @YitaLaVey Y suele e incrementarse justo antyde las elecciones democráticas en #Colombia crean un populismo punitivo	negative	anger
210	"Tres semanas para unas elecciones claves en Colombia: @petrogustavo encabeza las encuestas, el lunes denunció un plan para asesinarlo. En segundo lugar está Gutiérrez, aliado al uribismo, que busca llegar al balotaje. El análisis para @CarasyCaretasuy. 

https://t.co/HDd8ACTHI6"	negative	
211	@petrogustavo Pobre Colombia como gane usted las elecciones. Miseria trae siempre sus políticas, sin excepción.	negative	fear
212	¿Por qué cree usted que debe ser suspendido Alexander Vega, Registrador Nacional del Estado Civil a 23 días de las elecciones presidenciales en Colombia? Responde el abogado constitucionalista ?? @Germancalderon1 en diálogo con @JeffersonNTN24 Directora @CGurisattiNTN24 ?? https://t.co/HpbMJ16s1T	positive	
213	@CNSCColombia @DAFP_COLOMBIA @CRCCol @sgcol @MinTIC_responde @MincienciasCo @INMdeColombia @MinEnergiaCo @ANMColombia @IDEAMColombia @ICACOLOMBIA Estos q controlan procesos de la #CNSC programan pruebas cuando un país está dividido por líderes políticos extremistas en elecciones presidenciales, dónde la fuerzas militares y de  policía no son capaces de mantener el orden público, estas pruebas deben ser después del mierdero	negative	anger
214	"#Video | Solo un candidato lo ha logrado en la historia reciente de Colombia: Álvaro Uribe Vélez en las elecciones del 2002. 
https://t.co/3nemYfAN3A"	neutral	
215	Tengo una relation de amor-odio con colombia. Me quiero mourir de tristeza cuando la dejo, pero a veces la détesto en elecciones, o cuando me cobran 4 veces mas cualquier guevonada.	negative	sadness
216	Álvaro Uribe publica video de bus quemado y afirma que esas son las “enseñanzas de Petro y Santos” https://t.co/elo1Lwwcgo	negative	joy
217	"ULTIMA HORA:

Con la extradición de alias Otoniel, se acaba el narcotráfico en Colombia.

Nadie más enviaba coca a EEUU, no tenía aliados políticos, no tenía impacto en las elecciones actuales. Gracias diosito. https://t.co/TIREQ7moYf"	negative	anger
218	"#6May | El candidato presidencial de Colombia, Gustavo Petro aseguró que apoyará a Nicolás Maduro de ganar las elecciones.

Video cortesía. https://t.co/eKXTmCYGbT"	negative	fear
219	@CNE_COLOMBIA para risas: el CNE investiga al centro democrático x decirle la verdad a FEJODE  pero no ha tomado ninguna decisión con el fraude de las pasadas elecciones a pesar de q el registrador compró con nuestro dinero un software de INDRA de 27 mil millones, q no sirve.	negative	anger
220	@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Cuanto les pagaron por el favor?  Lastima la platica, siga llorando cafre hpta, el 29 nos vemos en las urnas, no más narco uribismo, sigan robando a ver si les alcanza, solo comprando votos ganan elecciones, malnacido.	negative	anger
221	"AGUSTÍN LAJE HABLA SOBRE LAS ELECCIONES EN COLOMBIA.
""En primera vuelta voten por el mejor""
https://t.co/POHxAx6nVv"	neutral	
222	"¿Enserio?, Es que en Colombia no hay democracia ahora no puede un conservador apoyar a @petrogustavo ¿o que pasa?
https://t.co/ZCVgxM4Kti"	negative	anger
223	@EpicuroDeSamos_ @ElQueLosDELATA Eso lo mandó el asesino de @AlvaroUribeVel ,ojo que el hijueputa va ser capaz de bombardear los centros de votación, con el fin que la @Registraduria y el @CNE_COLOMBIA suspendan las elecciones. Ajua @COMANDANTE_EJC vaya dele bala a los paracos, así como hace con el campesino.	negative	anger
224	"A menos de un mes de las elecciones el país está paralizado y una vez más, la Colombia rural es la más impactada. 

Hasta cuándo seguiremos viviendo bajo el relato de violencia, hasta cuántas generaciones más tendrá que llegar el miedo de vivir en el país."	negative	fear
225	"El izquierdista Gustavo Petro, uno de los favoritos para las elecciones presidenciales de Colombia que se celebrarán a #Petro #reanudará #relacion #Venezuela finales de mes, dijo que de resultar ganador, reanudará las relaciones con Venezuela,

https://t.co/mai23eROOt https://t.co/bdtOmt3EfO"	neutral	fear
226	https://t.co/FxFKHi951T. @IvanDuque no respeta la constitución ni la ley, esto favorece mas campaña de @petrogustavo.	negative	joy
227	"El candidato presidencial @ingrodolfohdez dice que buscará llegar al poder “sin comprar votos con plata robada del pueblo colombiano”. ¿#ASonDeQué quiere ser presidente? 

https://t.co/9kDluOHG00

#Elecciones2022 #ColombiaDecide https://t.co/HembUIeVXb"	negative	fear
228	Exigir elecciones limpias. No más fraude comunista y globalista. Yo denuncio el fraude que ya pasó y el que viene. Salvemos a Colombia. #GomezPresidente22-26 @MovSalvacionNal @jflafaurie @Enrique_GomezM @CarlosACuartasQ @MariaHerreraMe @isabelcuervo @valenciajorgea @LChileuitt https://t.co/1vslgRr5PC	negative	sadness
229	"@MargaritaRepo NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!"	negative	anger
230	"@NilsonJavierB @CNE_COLOMBIA @moecolombia @DELAESPRIELLAE @AndresPastrana_ @PalomaValenciaL @RevistaSemana @CConstitucional @CorteSupremaJ @DefensoriaCol @USEmbassyBogota @felipesancheztv @consejodeestado NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!"	negative	anger
231	En Colombia hace falta un presidente como @nayibbukele que no le teme a nada y va de frente contra las fuerzas oscuras aliadas con políticos que lo único que buscas es inestabilidad en el país previo a elecciones.	positive	sadness
232	@SdrodriguezT PetroFarc está asustado porque sabe que el uribismo es una fuerza poderosa y ganaremos las elecciones, los bandidos mafiosos del Pacto de la Picota , jamás tendrán el poder, acabarían con Colombia .	negative	joy
233	"LAS FARC se van de frente con #GustavoPetro. 
Y decían que Juan Manuel Santos no había negociado el país con las FARC. Ahí están, a punto de quedarse con él. Tan linda que es Colombia pero si no la defendemos en estas elecciones la perderemos para siempre. https://t.co/ijkgDmdxiD"	negative	fear
234	@G_ANDRES_CORZO @Roberto_Trobajo @FicoGutierrez @CNE_COLOMBIA Esas elecciones parlamentarias deben ser anuladas.	negative	anger
235	"La minería es uno de los temas en la agenda de los candidatos a la Presidencia de la República de Colombia
https://t.co/S6fD8ufutt"	neutral	joy
236	"La minería es uno de los temas en la agenda de los candidatos a la Presidencia de la República de Colombia
https://t.co/S6fD8ufutt"	neutral	
237	.@odonnellmaria y @ertenembaum entrevistan a Francia Márquez, candidata a vicepresidenta en la fórmula de Gustavo Petro para las elecciones presidenciales de Colombia. La cita, este sábado a las 9 P.M. (Miami), 10 P.M. (Buenos Aires) en #Conecta2 https://t.co/nGPrGh6HUb	neutral	
238	Colombia | Petro anuncia que si gana restablecerá las relaciones diplomáticas y consulares con Venezuela @InfoNodal https://t.co/X5FawyQTTi	neutral	
239	"#Recomendado ¿Qué es la #LeyDeGarantias? 
...Con esto se les impedía a gobernadores, alcaldes y otros funcionarios retomar obras de infraestructura que quedaron detenidas o que ni siquiera se alcanzaron a poner en marcha... 

Leer más aquí: https://t.co/kZU2UYoPaF"	neutral	sadness
240	"@Rettador @petrogustavo @Registraduria @PactoHistorico NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!"	negative	anger
241	"Colombia tiene hoy 2 amenazas públicas q @IvanDuque @Diego_Molano y @FuerzasMilCol NO PUEDEN IGNORAR.
1)El Clan del Golfo y sus testaferros políticos y mediáticos incendiando el país en las carreteras y en las redes
2)PETRO anunciando el ISIS COLOMBIANO si pierde las elecciones"	negative	fear
242	"Colombia tiene hoy 2 amenazas públicas q @IvanDuque @Diego_Molano y @FuerzasMilCol NO PUEDEN IGNORAR.
1)El Clan del Golfo y sus testaferros políticos y mediáticos incendiando el país en las carreteras y en las redes
2)PETRO anunciando el ISIS COLOMBIANO si pierde las elecciones"	negative	fear
243	"@Pontifex_es Oro por su salud,  muy pronto va a estar bien Papa Francisco.
Desde Colombia ..sin elecciones libres.
.Estan coaccionadas por gobierno con ilegales."	negative	anger
244	@IvanDuque @mincultura Un hito historico,mejor que violar la Constitución para hacer inversión en la Colombia profunda en elecciones.. https://t.co/D0u5CybOHZ	negative	
245	#ColombiaDecide Candidatos presidenciales explican cómo combatirían la alta inflación en Colombia https://t.co/ah4JhNjfpf	positive	
246	@WRadioColombia @ernestomaciast Este burro hablando de orejas, si el pacto histórico no actúa a tiempo se roban las elecciones, usted pertenece a la organización más criminal y corrupta que tiene Colombia.	negative	anger
247	@ernestomaciast @FicoGutierrez @Rodrigo_LaraS Mi querido senador bachiller, recuérdele a Colombia como votó el Meta en las pasadas elecciones legislativas, ¿cuál fue el desempeño del @UCDemocratico?	neutral	anger
248	Sí en Colombia no van a existir garantías para unas elecciones transparentes y democráticas pues general Zapateiro...salve usted la patria. ?????? https://t.co/3ssAR28dUj	neutral	sadness
