	full_text	actual	predicted
217	Esta inversión en pauta publicitaria que puede ser decisiva en el momento de las elecciones y que pueda variar resultados se hace bajo la mirada complice de @GoogleColombia que a nivel global tiene políticas publicitarias que extrañamente no se siguen en Colombia.	negative	positive
218	Es más que obvio que esa extradición de #Otoniel más que estrategia para silenciarlo, era la excusa para explotar este #ParoArmado y afectar así las elecciones, evitar que la gente se mueva a votar masivamente. #Colombia	negative	positive
219	@GralJuvenalDiaz NARCOPARAURIBISMO GENOCIDA Y CLAN DEL GOLFO TRABAJAN EN LLAVE PARA METER MIEDO A COLOMBIA Y ROBARSE LAS ELECCIONES EL 29 MAYO.	negative	positive
221	@RICHENAO El @PactoHistorico de @petrogustavo , a @CNE_COLOMBIA @Doris_MendezC jamás los tendría en Cuenta cómo jurados o vigilantes en unas elecciones	negative	positive
223	"La @PGN_COL haciendo la tarea de la @Registraduria a pesar del creciente presupuesto va ""de para atrás"".. Más irregularidades y Alexander Vega a 23 días de las elecciones presidenciales sigue atornillado al cargo ¿@CNE_COLOMBIA @FiscaliaCol? @CaracolRadio https://t.co/J8U66CXgzI"	negative	positive
224	"@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Listo el ""Auto"" que ordena destituir a @alexandervega registrador criminal que vendió las elecciones y se vendió al socialismo al #castrochavismo listo el Auto #UltimaHora https://t.co/qr4zXgZCNM"	negative	positive
225	Cucuteños petristas e Idiotas Útiles para Venezuela... ???? #fico #petro #FueraPetro #fueraextremaizquierda #Colombia #Elecciones https://t.co/2KKVPTzaVU	negative	positive
226	"Rodolfo Hernández: “Fajardo como que ya pasó a la historia”. 
https://t.co/TNKkWRoArj

#Elecciones2022 #ColombiaDecide https://t.co/15lS8za2CK"	negative	positive
227	"@roseupe24 @gestupra @PGN_COL @IvanDuque @FiscaliaCol Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
@PGN_COL
@COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz"	negative	positive
228	La. Justicia en colombia es una mierda. El registrador va a torcer las elecciones. Donde esta el presidente par aq suspendan. Retiren del cargo a ese perro https://t.co/l3ofo0FE2l	negative	positive
231	"El Partido Castigador ??
https://t.co/ceTkao1YtO"	negative	positive
234	@twitneetor @ELTIEMPO @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Tan transparentes como las de las elecciones pasadas?	negative	positive
238	@InvisiblesMuros @YitaLaVey Y suele e incrementarse justo antyde las elecciones democráticas en #Colombia crean un populismo punitivo	negative	positive
239	@ignaziololo1 QUE EL MUNDO CONOZCA LO QUE HACEN PARA MANTENER A LOS MIEMBROSS DEL NOM GOBERNANDO, OJO COLOMBIA QUE TIENE LA MISMA RECETA PARA LAS ELECCIONES DE  MAYO, VAN A QUERER DAR COMO GANADOR AL CANDIDATO DE LA IZQUIERDA, LO MISMO QUE HICIERON EN ELECCIONES PARA SENADORES.	negative	positive
240	Señor @AlvaroUribeVel asfixiado hasta mas no poder, sembrando terror social en la costa, sepa que Colombia despertó y esta es la misma payasada de 1 mes antes de elecciones. Firmes con Petro, un cambio por la VIDA	negative	positive
242	"gobernante mas nefasto en la historia de colombia! 90% desaprobación 
@IvanDuque te recordaremos el dia de las elecciones no permitir otro URIBISTA mas en el poder @FicoGutierrez con el historial mas oscuro y aliado de los que tiene el pais en paro! Su comandate @AlvaroUribeVel https://t.co/SeJtRYJOV6"	negative	positive
243	Que sentirá el registrador nacional de Colombia que los ciudadanos no le tienen confianza en su trabajo que dejó que pasaran irregularidades en su misión y que su trabajo es oscuro por el montón de casos ilegales en las elecciones de congreso , las cortes mirando para otro lado.!	negative	positive
245	@ELTIEMPO Que lo diga antes de las elecciones en Colombia. Eso es un delito, claro que con estas cortes en Colombia vendidas a la izquierda todo es posible	negative	positive
247	@BOLIBAR2 @AndresPastrana_ @santiagoangelp Un poco tarde con las elecciones encima… mal para Colombia	negative	positive
248	"Si el Colombiano, no cambia su vision politica y gana Petro en las proximas elecciones, se jodio colombia.

Fin del comunicado"	negative	positive
249	@IvanDuque Quien  da vía libre a paramilitares para sitiar a Colombia y y afectar elecciones @ONUHumanRights @MisionONUCol @Declaracion @RIDH_INHR @CorteIDH @OACNUDH https://t.co/fZ2yFvjIwY	negative	positive
252	@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Así era que el centro demoníaco obtenía mayorías en las últimas elecciones. Y como tenían su material, ahora sí lo publican. Quién sabe que más fechorías propias les falta por sacar para inculpar a PETRO PRESIDENTE	negative	positive
253	"https://t.co/XgHuyrM1ZI 
#ElRiesgoEs QUE SE EXTIENDA EL #ParoArmado DE PETRO HASTA LAS ELECCIONES PARA EVITAR QUE COLOMBIA VOTE CONTRA PETRO

PERO, EL PARO ES DEL CLAN DEL GOLFO - OTONIEL

...

CLAN DEL GOLFO TRABAJA PAR EL CÁRTEL NARCOTERRORISTA FARC omunes

OSEA SI ES DE PETRO!"	negative	positive
254	"@bpmacias @PaulaBayarte @InesAmarelo @JavierCBugarin @carlasamon ???? Un posible atentado contra el candidato Gustavo Petro preocupa a Colombia a tres semanas de las elecciones. ??

https://t.co/u7OwKlgtiA https://t.co/4vI8OFEnwS"	negative	positive
255	@ElDelMedallo @teffygiraldo06 Y va subiendo la tasa de asesinatos en Colombia, con el nuevo terrorismo pre elecciones. ¡NO SON BUENOS DÍAS!	negative	positive
257	La. Justicia en colombia es una mierda. El registrador va a torcer las elecciones. Donde esta el presidente par aq suspendan. Retiren del cargo a ese perro https://t.co/l3ofo0FE2l	negative	positive
258	@CARLOSFMEJIA @Asdrubal1518 @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Deben suspender elecciones, no es correcto prestarse a un fraude	negative	positive
259	Conducente prioritario autoridades anulen y repitan elecciones Congreso o al menos 25.000 mesas en dónde estuvieron 25.000 jurados de @UP_Colombia e izquierda terrorista lo EXIGIMOS los Colombianos demócratas. No existe otra solución digna. @CNE_COLOMBIA @PGN_COL @FiscaliaCol	negative	positive
260	@andreash1 @SofyCasas_ @lacoutu @Registraduria @consejodeestado @CConstitucional @CNE_COLOMBIA @FiscaliaCol ADELANTE CON LA TUTELATÓN. QUIEN SE APUNTA??' ...ALLI GANAMOS, LOS BUENOS, QUE SOMOS MAS; FRENTE AL #PACTOVEGAPETRO PARA ROBARSE LAS ELECCIONES. SOMOS MAS UNIDOS https://t.co/KpcXgLOFOJ	negative	positive
265	@ernestomaciast @Registraduria @PGN_COL tienen las elecciones cuadradas para que gane el hampón de @petrogustavo como sea.Yo no creo en la @Registraduria ni en @IndraenColombia que tiene cuestionamientos de su software en otros países pero la @CGR_Colombia @PGN_COL @CNE_COLOMBIA pasan de agache y no dicen ni hacen nada	negative	positive
266	O sea que el  miserable de Macías reconoce que en Colombia es Fácil robar elecciones. Bellaco.	negative	positive
267	@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA #PorMiPaísYo Yo exijo garantías para las elecciones Presidenciales, No hay garantías electorales con el Registrador Vega.	negative	positive
268	Ya nos habían dicho que iban a ser una de las elecciones más violentas de Colombia. Duele el país. #ParoArmado https://t.co/XKULPQogXr	negative	positive
271	"¿Cómo ha votado el país en los últimos 28 años? ¿Podemos hablar de un sistema político caudillista? A menos de 30 días de las #Elecciones2022 hicimos un análisis del comportamiento electoral de los colombianos. Esto encontramos??https://t.co/tVxPTMLkC2
#ContenidoPremiumEE"	negative	positive
272	"@jarizabaletaf El @CNE_COLOMBIA NO DEBE ENTREGAR UNA SOLA CREDENCIALES los nuevos congresistas hasta tanto Alexander Vega sea suspendido d @Registraduria y Sean recontados uno a uno la totalidad de los votos.
Si Vega sigue en su cargo, SE VAN A ROBAR LAS ELECCIONES PRESIDENCIALES !!"	negative	positive
273	@DIAPOLA @MargaritaRepo @caballobraulio @petrogustavo @PGN_COL @CNE_COLOMBIA @IvanDuque @infopresidencia ADELANTE CON LA TUTELATÓN. QUIEN SE APUNTA??' ...ALLI GANAMOS, LOS BUENOS, QUE SOMOS MAS; FRENTE AL #PACTOVEGAPETRO PARA ROBARSE LAS ELECCIONES cesaraugustoramirezvalencia@gmail.com si me das tu correo envío tutela. GRACIAS UNIDOS GANAMOS #FICOPRESIDENTE  https://t.co/KpcXgLOFOJ	negative	positive
274	#ElRiesgoEs el @CNE_COLOMBIA la @Registraduria  El Registrador Vega, parecen confabulados, para robarse las elecciones  @PGN_COL https://t.co/7dFxjf2iL3	negative	positive
276	"Colombia murió el día q J.M. Santos fué elegido presidente. No fué al azar la denominación ""Día D"" q se le dió al supuesto ""primer día de paz"" luego d la firma d la rendición del estado ante el narcoterrorismo d las farc. No obstante les diremos NO aunque se roben las elecciones. https://t.co/OqmnQdbn8O"	negative	positive
277	@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Si la Dra Cabello no se pronuncia y no aparta al Registrador y se roban las elecciones como las del congreso,, va tener culpabilidad porque hay pruebas suficientes,, y la corte que lo eligió también es cómplice si no se pronuncian y lo apartan del cargo, eviten algo peor,????????????	positive	negative
280	@tinagus2000 Evidentemente la persecución judicial, la aceleración de cosas, las trabas del @cnegobec para la inscripción , el viaje de la fiscal a Colombia y el papel de otras instituciones influyeron en la victoria de Lasso. Al otro candidato lo desgastaron, mucha antes de las elecciones.	positive	negative
281	¿Preparados para la guerra civil que se nos viene si la @Registraduria, el @CNE_COLOMBIA, y el @consejodeestado se roban las elecciones?	negative	positive
284	@CARLOSFMEJIA @gabriel_donado @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA El pueblo colombiano debería pararse la raya y exigirle al gobierno q hasta q no sé garantice imparcialidad en la registradurías no se efectuarán elecciones es mejor esperar unos días unos meses y no un régimen esclavizante d por vida con el dolor de q fue un fraude de traidores https://t.co/u0MehMoPjA	negative	positive
285	@BecerraGabo @heidy_up @AidaAvellaE @AlirioUribeMuoz @delmarpizarro @HERACLITOL @DavidRacero @petrogustavo @FranciaMarquezM @UP_Colombia Se activan los colectivos uribistas al ver perdidas las elecciones ajuaaaaaa #ParoArmado	negative	positive
286	@G_ANDRES_CORZO @Roberto_Trobajo @FicoGutierrez @CNE_COLOMBIA Esas elecciones parlamentarias deben ser anuladas.	negative	positive
287	Una vez más, en la plaza Alfonso López ,tal como se había planeado ,la tarde de este viernes 6 de Mayo ,llegó a Valledupar @petrogustavo Máximo candidato a vencer en las próximas elecciones a la presidencia por Colombia. https://t.co/YYpzUWPN1C	positive	negative
290	@PGN_COL @RedMasNoticias @NoticiasCaracol @NoticiasRCN @elespectador @ElNuevoSiglo @AtlanticoEmi @larepublica_co @elheraldoco @RevistaSemana @BluRadioCo Las elecciones en Colombia fueron un fraude debe anularlas y las de presidencia deben aplazarlas no hay GARANTÍAS, hubo un PACTO DE ROBO Y ATRACÓ AL PAIS	negative	positive
297	"@petrogustavo Gustavo usted no será presidente .
Tenés la maldición de ser otro líder político que pierde las elecciones y de tanto insistir nunca ganará.

La presidencia de Colombia se gana con la decisión de un pueblo ungido por el sagrado corazón , libres de convicción y trabajo constante."	negative	positive
299	@JhonFalcon11 @KamiloAlvarez @LEO0492 @ecoaneko @fdbedout @donarielm @CesarPachonAgro @LauraMMoficial @LuzMBernalParra @Betocoralg https://t.co/LqVeIRR8oh ello pollo Carvajal va a cantar y Petro va tener que correr.	negative	positive
301	"Exigimos garantías para la vida y la democracia. A 24 días de elecciones, #Colombia se encuentra sitiada por las mafias del #ClanDelGolfo sin que el gobierno haga nada! Pedimos a la comunidad internacional pronunciarse inmediatamente.

@WOLA_org #QuienRespondePor #ParoArmado https://t.co/G6qEJKkpcU"	negative	positive
302	¿Cómo lucían los demás tarjetones? ??¿Cree usted que se evidencia el cambio de un bipartidismo a un sistema de caudillos? https://t.co/7jcyCwQuni	negative	positive
303	Tengo una relation de amor-odio con colombia. Me quiero mourir de tristeza cuando la dejo, pero a veces la détesto en elecciones, o cuando me cobran 4 veces mas cualquier guevonada.	negative	positive
308	@CARLOSFMEJIA @LinceYos @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Ustedes los uribestias los que pretendieron robarse las elecciones. Hampones	negative	positive
310	@MONYRODRIGUEZOF por que no pide la renuncia del registrador después del fraude que cometió en las elecciones? o por que no pide la renuncia del KK’s frente a las visitas de la picota, compra de votos o infiltraciones de la campaña? Celebra usted la corrupción y ataca quienes defienden Colombia	negative	positive
311	Hace 4 años el mundo destacaba que en Colombia transcurrían las elecciones más pacificas en medio siglo. Hoy tenemos un candidato amenazado, un presidente y el comandante del ejército controvirtiendo en público con ese candidato y un paro armado en algunas regiones. Retrocedimos	negative	positive
313	@NTN24 se siente el sesgo de parte del CNE,por parte de ese magistrado además dice que está investigando pero están es ganando tiempo a que pasen las elecciones no están pensando para nada en Colombia.	negative	positive
314	@magally_zapata Apoyo esa idea no podemos quedarnos quejadonos en Twitter mientras el registrador la izquierda esperan para robarse las elecciones Colombia, merece unas elecciones justas @PGN_COL moviliccemonos a las diferentes registraduria hasta q renuncie  registrador	negative	positive
316	Dios no permita que se *DEMOCRATICEN LAS URNAS DE VOTACIÓN NI LOS VOTOS EN LAS ELECCIONES PRESIDENCIALES DEL 29 MAYO O EN SEGUNDA VUELTA EL19 DE JUNIO* ahí si que no habría más democracia en Colombia. #CualquieraMenosPetro #OjoConEl2022 #OjoConEl2022PodriaNoHaber2026	negative	positive
317	@JulianFMartinez @IvanDuque @DNP_Colombia Por ahí escuché que no van a comprar votos sino que que van a pagar por retener las cédulas hasta después de las elecciones	negative	positive
319	"@marthaperaltae @Diego_Molano ""...coalición más grande del Congreso y la más votada en la historia de Colombia..."", ¡el ROBO mas grande de la historia de Colombia! querrá decir. Nos robaron el plebiscito y no hicimos nada, ¿vamos a permitir que nos roben éstas elecciones?
https://t.co/9vi3UmzfK2"	negative	positive
320	"????? La reprensión a la sociedad, manifiesta un gobierno que se ve amenazado y con poca capacidad de negociación y respuesta institucional. Más en revista #CienDías 104 ???? https://t.co/d2YUoyQ8k6

?? @infopresidencia https://t.co/ZonY8FcHEm"	negative	positive
321	@CGurisattiNTN24 El senador de Colombia en EEUUtiene toda la razón sino tienen gente preparada para las elecciones nos van a robar la libertad en primera vuelta	negative	positive
322	@AlvaroUribeVel Usted envío a sus asesinos para amenazar la población, Ustedes quieren sembrar terror para militarizar Colombia y boicotear las elecciones, @ONU_es necesitamos intervención internacional urgente.	negative	positive
323	#ElRiesgoEs que se roben las elecciones, gane Petro y Colombia ???? pierda la democracia!	negative	positive
324	"Ya no me quedan dudas que el ""paro armado"" fue orquestado desde el Ubérrimo! Días paramilitares quemando buses, disparando contra los civiles y todo el terrorismo CON la indiferencia CÓMPLICE  de @Diego_Molano Y @COMANDANTE_EJC Campaña política sangrienta.
https://t.co/99pr8DragM"	negative	positive
326	Sobre lo de RCN y el Ing… me cuesta pensar que este país me lleve a vivir el dicho de “piensa mal y acertarás” con todo el Histórico de la política, pero, seré la única con la duda de si en verdad fue matoneo o estrategia? 20 días antes de elecciones? Casualidades en Colombia?	negative	positive
327	En este momento en colombia estamos viviendo un terrorismo de estado asusado por matarife y sus secuases como parte de la estrategia de dañar las elecciones https://t.co/Gys3ceyEYs	negative	positive
328	#presidente duque y congresistas q aprobaron tumbar ley garantías????durante elecciones, deben renunciar Ya! @PGN_COL @FiscaliaCol @DefensoriaCol @CGR_Colombia ojo cuanto dinero se va perder erario público,se robaron para politiquería....justicia ya, q renuncien ya! https://t.co/O7Y6YrxYVI	negative	positive
329	"@AlvaroUribeVel Ellos también celebran por que Maduro PetroGustavo Ivan Cepeda Timo Teodora Bobolivar entre muchos más sufren  de insomnio.
Uribe Velez Alvarito no los deja dormir
El enemigo para las elecciones no es Fico.... Sino el Excelentísimo y más Grande Presidente que ha tenido Colombia"	negative	positive
330	"@GUSMALDONADOS @olgamariaruiza2 Peor aun, Tribunal niega medida cautelar de suspensión del Registrador considerando q en las elecciones de 13-M no hubo fraude...

Estamos llevaos del putas!!!

https://t.co/4TW1rz7IU5"	negative	positive
331	Bueno colombia entonces nos vamos a calar al registrador Alexander Vega en las elecciones presidenciales porque a él no le da la gana de renunciar ni los hijueputas poderes de control le piden la renuncia	negative	positive
332	"Colombia. País de las jugaditas...

Con o sin Ley de garantías el Uribismo siempre ha encontrado y encontrará la manera de amañar elecciones y comprar votos."	negative	positive
334	"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/VTL37dV7CD"	positive	negative
335	@EliorCymbler @marwhite01 @PalomaValenciaL @MariaFdaCabal @RafaNietoLoaiza El Hampón @Registraduria sigue adelante con su proyecto de robarnos Las elecciones presidenciales a favor de Petro, No podemos confiar en @CNE_COLOMBIA @Doris_MendezC pese a encontrar fraude en elecciones de congreso han manifestado que fueron transparentes, votar 2 veces legal?	negative	positive
336	Mucho discurso barato, mucho bla...bla...bla y 200 Vehículos quemados, el Club del Clan con el Control en todo el País. Acá Iván Duque no es el Presidente, Otoniel le dió Golpe de Estado, las Elecciones Controladas por Fraude, y, Colombia en guerra, pero aquí no ha pasado nada.	negative	positive
338	"Se sabía. No van a dejar ganar legalmente al próximo presidente @FicoGutierrez , le van a robar las elecciones. Ya perdimos, se tomaron el poder definitivamente. 

#ElRiesgoEs #QuienRespondePor #Colombia #ColombiaDecide #RCN #PetroCorrupto @Salu_Macallan8 @ArgiroCasta888 https://t.co/T9obCGmyk9"	negative	positive
340	@ANIABELLO_R @Karlaarcila tienen las elecciones cuadradas para que gane el hampón de @petrogustavo como sea.Yo no creo en la @Registraduria ni en @IndraenColombia que tiene cuestionamientos de su software en otros países pero la @CGR_Colombia @PGN_COL @CNE_COLOMBIA pasan de agache y no dicen ni hacen nada	negative	positive
342	Lo he analizado toda la mañana y verdaderamente la época de elecciones en Colombia es TERRORÍFICA.	negative	positive
343	Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/l70pcQRXYC	positive	negative
346	¡TOMA NOTA! La violencia del conflicto armado en Colombia resurge antes de las elecciones https://t.co/fPOo1Fwjq7	negative	positive
347	"Aprovechando la coyuntura del PARO ARMADO en Colombia, voy a hacer la siguiente encuesta sin artimañas de formulación.

Tu experiencia personal de las elecciones es:

A) Un proceso libre y democrático de deliberación racional
B) Un ABSURDO"	negative	positive
348	Un paro armado decretado por un puñado de delincuentes narcotraficantes tiene encerrada a la gente en sus casas a punta de terror. El gobierno de Iván Duque dejó a la población a su suerte, y a 20 días de elecciones lo único que tenemos es miedo. En Colombia todo está muy miedoso https://t.co/hlRUr5bJ9Q	negative	positive
349	"@CostaNoticiasTV @ibmtw2010 @CarrillonavasG @AliRestrepo @duvanedo @cecollm @ALFREDOHANS1 @ricardoansal @Iadossa @Gilbert_Olarte @lacoutu @pedrosoto785 @pasionpais COLOMBIA A PORTAS DE PERDER LA DEMOCRACIA LIBERTAD 
SI ESTA ESE REGISTRADOR PRÓXIMAS ELECCIONES 
ENTES DE CONTROL GIBIERNO 
SILENCIO SEPUCRAL 
EL GOBIERNO PASARA A LA HISTORIA COMO EL DEJO PERDER EL PAIS DEMOCRACIA Y LIBERTAD DE LOS COLOMBIANOS. 
SI NO HACE NADA Y PERMITE ESTADIA"	negative	positive
351	@PGuillermoSerra Por Colombia para que Dios tenga misericordia de nosotros y nos salve del socialismo en estas elecciones presidenciales	negative	positive
354	@CNSCColombia @DAFP_COLOMBIA @CRCCol @sgcol @MinTIC_responde @MincienciasCo @INMdeColombia @MinEnergiaCo @ANMColombia @IDEAMColombia @ICACOLOMBIA Estos q controlan procesos de la #CNSC programan pruebas cuando un país está dividido por líderes políticos extremistas en elecciones presidenciales, dónde la fuerzas militares y de  policía no son capaces de mantener el orden público, estas pruebas deben ser después del mierdero	negative	positive
360	@Soylaauraaa @richiparedesh Dios que angustia. Ojalá alguien haga algo. Que impotencia. Si quieren que se queden con las elecciones, pero que dejen a Colombia en paz.	negative	positive
362	FRAUDE DE LA IZQUIERDA EN COLOMBIA ANULA  LAS ELECCIONES https://t.co/i7vjkTZFZx	negative	positive
365	"Como hace un estado @IvanDuque para permitir que todo un  pais este secuestrado por el paramilitarismo  y no hace nada
Contra los pobres, los estudiantes,  los campesinos y los líderes sociales pone toda la fueza @COMANDANTE_EJC 
Este próximo elecciones colombia dira no masURIBE https://t.co/aqwKO4LxuH"	negative	positive
366	Parece que Petro quiere incendiar a Colombia antes de las elecciones!	negative	positive
367	@MONYRODRIGUEZOF Ojalá que petrochanda se alejé de la política cuando pierda las elecciones.por que Colombia siempre será y ganará la Democracia.	negative	positive
372	"El robo de las elecciones ya está consumado

@petrogustavo #PactoDeLaPicota frentes judiciales @asonaloficial @Registraduria @CNE_COLOMBIA @fecode tienen todo listo 

https://t.co/mCQRwNyUGS"	negative	positive
373	"????El asesino y terrorista @AlvaroUribeVel  
A poco de las elecciones infunden terror en el #colombia como arma política en campaña, #ParoArmado el discurso del miedo para mantenerse en el poder por medio de su títere @FicoGutierrez"	negative	positive
374	"¿Vamos a terminar en que para subirse al Metro de Medellín, al bus de Envigado, al Transmetro de Barranquilla o al avión de Avianca habrá que demostrar el voto por alias ""Fico""?

https://t.co/f7CDOrUAEd"	negative	positive
376	El izquierdista Gustavo Petro lidera encuestas de cara a las presidenciales en Colombia https://t.co/tpk8aLcoE3 via @France24_es	negative	positive
377	"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/FiJfeEuXCa"	positive	negative
378	Actualidad, Elecciones, Manipulación Social  y Agenda del Miedo en Colombia. https://t.co/tN0PbrCr22	negative	positive
381	@lcvelez #ElRiesgoEs que TibisayVega en la @Registraduria y @CNE_COLOMBIA vayan a robarse las elecciones nuevamente y que @IvanDuque, @FiscaliaCol y @PGN_COL no hagan  un ??	negative	positive
383	@FicoGutierrez @DANE_Colombia Gracias a @IvanDuque y ud que toma su legado, si Locombia  lo elige estamos condenados a lo mismo, verdad que tienen platica pa robarse ñas elecciones... hdspm!!	negative	positive
386	"Petro se está convirtiendo en un peligro para la seguridad nacional de Colombia. 

https://t.co/86BnUWZIVc"	negative	positive
387	"Insisto...el peor enemigo de la llamada #Derecha en #Colombia es la misma ""Derecha""...
Llegar DIVIDIDOS a las elecciones PRESIDENCIALES, No me parece la mejor táctica, para enfrentar al #PapilomaHumano 
Según la posición de los Astros, podría ser Desastroso para el #29Mayo https://t.co/jv4cmhH9mv"	negative	positive
388	ESTO ES LO QUE LE ESPERA A COLOMBIA ???? SI PETRO GANA LAS ELECCIONES SU PROPIEDAD Y LA DE TODOS LOS COLOMBIANOS SERÁN QUEMADOS SUS PROPIEDADES  EXPROPIADAS OJO COLOMBIA ????  https://t.co/FwhicXJj3D	negative	positive
391	.@odonnellmaria y @ertenembaum entrevistan a Francia Márquez, candidata a vicepresidenta en la fórmula de Gustavo Petro para las elecciones presidenciales de Colombia. La cita, este sábado a las 9 P.M. (Miami), 10 P.M. (Buenos Aires) en #Conecta2 https://t.co/kafAFBTPv2	positive	negative
392	"Si Duque ""NO actúa contra el @RegistraduraCol y el @CNE_COLOMBIA ante el robo de las elecciones del 13 de marzo y deja todo igual para el 29 de mayo, pasará a ocupar el primer lugar de Santos, porq será traidor y con él se robaron elecciones del congreso y de presidencia...!"	negative	positive
393	@guillodevalde @Registraduria @PGN_COL @CGR_Colombia @moecolombia Es que lo realmente malo es que no asisten para ser participes de las garantias y luego se están quejando de que se roban las elecciones cuando realmente no es así	negative	positive
395	@lcvelez #ElRiesgoEs sin lugar a ninguna duda @Registraduria y el @CNE_COLOMBIA se van a robar las elecciones	negative	positive
396	"Una de las cosas más me impactó de realizar este especial fue descubrir que a menos de un mes de las elecciones aún hay candidatos que no han presentado un plan de gobierno ??

Averigua quiénes en @dpl_news ??
 
https://t.co/dm0lm5YnlH"	negative	positive
397	"@roseupe24 @gestupra @PGN_COL @IvanDuque @FiscaliaCol Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
@PGN_COL
@COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz"	negative	positive
398	@RoxanaKreimer Colombia, Roxana las cosas están terribles acá, el 29 de mayo son las próximas elecciones presidenciales.	negative	positive
399	@JulianRoman @IvanDuque A los Colombianos no le queda otro  camino: Votar contra todo lo que quieren ver a Colombia vuelta un mierdero y perdón por la palabra,pero es lo más decente para describir lo que   convierte un populista dictar,a un pais.antes y despues de elecciones.Atte.Democraciasinmiedo	negative	positive
400	#presidente duque y congresistas q aprobaron tumbar ley garantías????durante elecciones, deben renunciar Ya! @PGN_COL @FiscaliaCol @DefensoriaCol @CGR_Colombia ojo cuanto dinero se va perder erario público,se robaron para politiquería....justicia ya, q renuncien ya! https://t.co/O7Y6YrxYVI	negative	positive
403	"No. Y están en mora las autoridades para mostrar resultados contra los que votaron dos veces en las parlamentarias y el más de millón de votos que marcaron en corferias. Se van a robar las elecciones.

#ElRiesgoEs #QuienRespondePor #ColombiaDecide #Colombia #FicoPresidente2022 https://t.co/UsQPm1tvcH"	negative	positive
404	@RobinsonBaena Mosca camarada, el uribismo aprovechando las acciones de estos delincuentes quieren desestabilizar Colombia porque se ven perdidos en las elecciones https://t.co/ZN08tBGBax	negative	positive
405	En la Video Columna de La Conversa, este sábado 8:00 p.m.,  análisis sobre la actualidad política y social de Colombia, a escasos días de elecciones presidenciales. https://t.co/DcJRYFli9t	positive	negative
406	"@LevyRincon INFAME AUN MAS ES: Aprovechar esta imagen para recordarle a Colombia el miedo y terror que produce la guerrilla. Aunque hoy día estos grupos criminales fueron superados y reemplazados por El uribismo, el  Clan del Golfo  y otros.
Siempre sucede unas semanas antes de elecciones."	negative	positive
408	"@eduardomackenz1 @Ikahouvanjou Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
@PGN_COL
@COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz"	negative	positive
409	"Tres semanas para unas elecciones claves en Colombia: @petrogustavo encabeza las encuestas, el lunes denunció un plan para asesinarlo. En segundo lugar está Gutiérrez, aliado al uribismo, que busca llegar al balotaje. El análisis para @CarasyCaretasuy. 

https://t.co/HDd8ACTHI6"	positive	negative
410	@CGurisattiNTN24 El senador de Colombia en EEUUtiene toda la razón sino tienen gente preparada para las elecciones nos van a robar la libertad en primera vuelta	negative	positive
411	¿Qué pasa con policia, esmad y ejercito?, media colombia sitiada por paramilitares a 3 semanas de elecciones presidenciales y estos hptas nada, pero fueran estudiantes, niños mujeres embarazadas, ya le habían sacado los ojos, malparidos asesinos hptas @GaulaPolicia @COL_EJERCITO	negative	positive
412	"@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ¿Fraude?
Buscan fraude donde no lo hay 
A lo Donald Trump
¿Que es lo que vienes?
¿Los borregos burribistas asaltando al congreso si pierden las elecciones?"	negative	positive
413	No les parece raro q a pocos días de las elecciones presidenciales en colombia extraditen un narcotraficante para ocultar la verdad, y como consecuencia de esto desencadena un paro armado en algunas regiones del país. Quieren salvar a colombia de Petro! Se necesita un cambio ya!!	negative	positive
